pair,count,%,raw,raw%
sd,9,0.0090,1371086,0.0099
yd,9,0.0090,1327479,0.0096
yb,9,0.0090,1308983,0.0095
bj,9,0.0090,1308372,0.0095
uy,9,0.0090,1298083,0.0094
lg,9,0.0090,1296887,0.0094
hw,8,0.0080,1217865,0.0088
bc,8,0.0080,1190450,0.0086
dh,8,0.0080,1189681,0.0086
nw,8,0.0080,1147796,0.0083
iq,8,0.0080,1124773,0.0081
nz,8,0.0080,1115215,0.0081
tv,8,0.0080,1105885,0.0080
mn,7,0.0070,1092849,0.0079
ww,7,0.0070,1068937,0.0077
ao,7,0.0070,1068593,0.0077
dc,7,0.0070,1066079,0.0077
km,7,0.0070,1064173,0.0077
tp,7,0.0070,1049925,0.0076
fy,7,0.0070,1043720,0.0076
tz,7,0.0070,1035113,0.0075
tf,7,0.0070,1016425,0.0074
aq,7,0.0070,993643,0.0072
uo,7,0.0070,986857,0.0071
vy,7,0.0070,985191,0.0071
np,7,0.0070,971004,0.0070
gm,6,0.0060,944958,0.0068
hb,6,0.0060,893943,0.0065
yw,6,0.0060,868702,0.0063
yu,6,0.0060,857661,0.0062
fs,6,0.0060,853639,0.0062
gd,6,0.0060,852530,0.0062
zz,6,0.0060,848541,0.0061
oz,5,0.0050,823559,0.0060
hd,5,0.0050,807725,0.0058
ln,5,0.0050,785600,0.0057
df,5,0.0050,782066,0.0057
ij,5,0.0050,734756,0.0053
bm,5,0.0050,729470,0.0053
ux,5,0.0050,728003,0.0053
wt,5,0.0050,725808,0.0053
xu,5,0.0050,714796,0.0052
ml,5,0.0050,705057,0.0051
cd,5,0.0050,704591,0.0051
sg,4,0.0040,687962,0.0050
uv,4,0.0040,676464,0.0049
ej,4,0.0040,673054,0.0049
wy,4,0.0040,667668,0.0048
uz,4,0.0040,637935,0.0046
cq,4,0.0040,630144,0.0046
gb,4,0.0040,619212,0.0045
dt,4,0.0040,616603,0.0045
db,4,0.0040,581891,0.0042
dj,4,0.0040,572667,0.0041
bh,4,0.0040,563259,0.0041
iy,4,0.0040,552158,0.0040
zu,3,0.0030,549484,0.0040
wd,3,0.0030,537767,0.0039
ih,3,0.0030,528388,0.0038
xh,3,0.0030,512274,0.0037
dp,3,0.0030,510547,0.0037
zh,3,0.0030,503127,0.0036
pd,3,0.0030,495192,0.0036
bd,3,0.0030,493967,0.0036
kg,3,0.0030,470593,0.0034
bv,3,0.0030,469930,0.0034
nq,3,0.0030,469165,0.0034
fc,3,0.0030,465687,0.0034
lh,3,0.0030,465436,0.0034
pc,3,0.0030,460543,0.0033
td,3,0.0030,458543,0.0033
vs,3,0.0030,453059,0.0033
zy,3,0.0030,446153,0.0032
mf,3,0.0030,445833,0.0032
kw,3,0.0030,439680,0.0032
xo,3,0.0030,436463,0.0032
vu,3,0.0030,435523,0.0032
hc,3,0.0030,430636,0.0031
gw,3,0.0030,428864,0.0031
uh,3,0.0030,424108,0.0031
rz,3,0.0030,424014,0.0031
sv,3,0.0030,415581,0.0030
cn,2,0.0020,407562,0.0030
kt,2,0.0020,399266,0.0029
cm,2,0.0020,392976,0.0028
tg,2,0.0020,377397,0.0027
bn,2,0.0020,373592,0.0027
cz,2,0.0020,362629,0.0026
fg,2,0.0020,361765,0.0026
mt,2,0.0020,356785,0.0026
cb,2,0.0020,354004,0.0026
qa,2,0.0020,351513,0.0025
md,2,0.0020,350735,0.0025
kk,2,0.0020,342725,0.0025
wf,2,0.0020,340765,0.0025
yg,2,0.0020,332535,0.0024
iw,2,0.0020,330737,0.0024
kf,2,0.0020,327382,0.0024
wk,2,0.0020,324273,0.0023
vr,2,0.0020,315601,0.0023
wc,2,0.0020,310716,0.0023
pb,2,0.0020,310661,0.0022
qi,2,0.0020,295395,0.0021
fm,2,0.0020,294308,0.0021
dq,2,0.0020,293845,0.0021
pg,2,0.0020,292075,0.0021
wb,2,0.0020,287871,0.0021
kp,2,0.0020,286218,0.0021
cp,2,0.0020,282636,0.0020
xy,2,0.0020,281839,0.0020
hp,2,0.0020,281373,0.0020
uj,2,0.0020,276614,0.0020
kb,1,0.0010,268809,0.0019
wm,1,0.0010,264941,0.0019
jr,1,0.0010,264029,0.0019
hf,1,0.0010,259559,0.0019
xf,1,0.0010,259116,0.0019
sz,1,0.0010,253512,0.0018
pf,1,0.0010,250946,0.0018
cg,1,0.0010,247829,0.0018
mh,1,0.0010,242782,0.0018
gp,1,0.0010,240036,0.0017
hk,1,0.0010,235083,0.0017
hh,1,0.0010,233943,0.0017
wp,1,0.0010,233141,0.0017
gf,1,0.0010,232392,0.0017
vl,1,0.0010,231341,0.0017
yf,1,0.0010,227309,0.0016
mw,1,0.0010,223197,0.0016
rq,1,0.0010,222347,0.0016
tk,1,0.0010,215305,0.0016
gc,1,0.0010,209514,0.0015
pn,1,0.0010,209098,0.0015
zl,1,0.0010,206502,0.0015
cf,1,0.0010,203673,0.0015
uw,1,0.0010,201553,0.0015
yz,1,0.0010,198858,0.0014
kd,1,0.0010,198447,0.0014
vd,1,0.0010,195339,0.0014
fb,1,0.0010,185278,0.0013
wu,1,0.0010,183452,0.0013
yk,1,0.0010,182830,0.0013
rj,1,0.0010,182579,0.0013
nx,1,0.0010,179617,0.0013
mg,1,0.0010,178957,0.0013
xx,1,0.0010,174465,0.0013
bw,1,0.0010,169225,0.0012
fp,1,0.0010,159170,0.0012
bp,1,0.0010,159165,0.0012
pk,1,0.0010,158801,0.0012
lz,1,0.0010,158521,0.0011
oq,1,0.0010,157475,0.0011
hq,1,0.0010,148249,0.0011
dz,1,0.0010,146905,0.0011
uu,1,0.0010,146030,0.0011
