pair,count,%,raw,raw%
dk,1,0.00100,76932,0.00104
kv,1,0.00100,76034,0.00103
qm,1,0.00100,75188,0.00101
kc,0,0.00000,73215,0.00099
xl,0,0.00000,71978,0.00097
bv,0,0.00000,71715,0.00097
uq,0,0.00000,69509,0.00094
js,0,0.00000,66505,0.00090
bp,0,0.00000,65885,0.00089
cw,0,0.00000,65638,0.00089
vp,0,0.00000,65065,0.00088
zk,0,0.00000,64653,0.00087
xv,0,0.00000,63803,0.00086
xs,0,0.00000,62762,0.00085
hz,0,0.00000,61086,0.00082
hg,0,0.00000,60873,0.00082
tj,0,0.00000,60711,0.00082
vt,0,0.00000,58625,0.00079
rx,0,0.00000,58366,0.00079
sj,0,0.00000,58241,0.00079
zt,0,0.00000,58172,0.00078
fd,0,0.00000,57936,0.00078
vg,0,0.00000,56529,0.00076
xb,0,0.00000,56046,0.00076
jn,0,0.00000,55311,0.00075
jh,0,0.00000,55234,0.00074
zr,0,0.00000,55132,0.00074
jk,0,0.00000,54948,0.00074
zd,0,0.00000,53287,0.00072
gz,0,0.00000,53207,0.00072
zs,0,0.00000,52802,0.00071
fk,0,0.00000,52730,0.00071
zg,0,0.00000,52651,0.00071
fp,0,0.00000,51174,0.00069
gj,0,0.00000,50038,0.00067
cv,0,0.00000,49390,0.00067
wg,0,0.00000,46291,0.00062
zc,0,0.00000,46275,0.00062
xm,0,0.00000,45538,0.00061
pv,0,0.00000,44608,0.00060
kj,0,0.00000,43107,0.00058
zw,0,0.00000,42750,0.00058
fw,0,0.00000,42158,0.00057
bk,0,0.00000,40808,0.00055
fj,0,0.00000,39874,0.00054
vk,0,0.00000,39782,0.00054
vh,0,0.00000,39363,0.00053
vf,0,0.00000,39045,0.00053
xw,0,0.00000,38761,0.00052
zv,0,0.00000,38386,0.00052
jd,0,0.00000,37705,0.00051
jm,0,0.00000,37052,0.00050
jc,0,0.00000,35729,0.00048
gv,0,0.00000,34451,0.00046
yx,0,0.00000,33703,0.00045
tx,0,0.00000,33091,0.00045
mj,0,0.00000,32458,0.00044
jj,0,0.00000,32403,0.00044
vb,0,0.00000,31515,0.00043
hj,0,0.00000,29607,0.00040
gx,0,0.00000,29485,0.00040
mx,0,0.00000,29090,0.00039
vm,0,0.00000,28707,0.00039
pz,0,0.00000,28481,0.00038
qf,0,0.00000,28218,0.00038
fh,0,0.00000,28183,0.00038
mz,0,0.00000,26817,0.00036
jy,0,0.00000,26247,0.00035
wv,0,0.00000,25530,0.00034
jt,0,0.00000,24833,0.00033
vv,0,0.00000,24472,0.00033
zp,0,0.00000,23849,0.00032
cj,0,0.00000,23649,0.00032
jl,0,0.00000,23065,0.00031
sx,0,0.00000,22324,0.00030
pj,0,0.00000,21034,0.00028
fx,0,0.00000,20781,0.00028
bz,0,0.00000,19288,0.00026
qb,0,0.00000,19227,0.00026
lx,0,0.00000,18914,0.00026
gq,0,0.00000,18286,0.00025
fv,0,0.00000,18278,0.00025
qe,0,0.00000,18201,0.00025
lq,0,0.00000,17951,0.00024
ql,0,0.00000,17654,0.00024
jv,0,0.00000,17616,0.00024
jb,0,0.00000,17473,0.00024
qo,0,0.00000,17295,0.00023
jg,0,0.00000,16767,0.00023
dx,0,0.00000,16627,0.00022
qs,0,0.00000,15273,0.00021
wj,0,0.00000,14458,0.00019
qc,0,0.00000,13765,0.00019
yj,0,0.00000,13312,0.00018
jw,0,0.00000,13303,0.00018
jf,0,0.00000,12857,0.00017
zf,0,0.00000,12843,0.00017
kx,0,0.00000,12834,0.00017
xd,0,0.00000,12118,0.00016
qk,0,0.00000,11920,0.00016
kz,0,0.00000,11784,0.00016
qv,0,0.00000,11566,0.00016
zq,0,0.00000,11530,0.00016
xn,0,0.00000,11524,0.00016
cx,0,0.00000,11435,0.00015
qr,0,0.00000,11020,0.00015
wz,0,0.00000,10965,0.00015
xr,0,0.00000,10843,0.00015
mq,0,0.00000,10577,0.00014
qt,0,0.00000,9852,0.00013
vj,0,0.00000,9596,0.00013
bx,0,0.00000,9249,0.00012
qq,0,0.00000,9118,0.00012
fz,0,0.00000,8757,0.00012
wx,0,0.00000,8657,0.00012
tq,0,0.00000,8564,0.00012
vw,0,0.00000,8269,0.00011
wq,0,0.00000,7818,0.00011
