keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,roll_imbalance,hands_imbalance,row_switch_ratio,switch_ratio,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,effort,left_effort,right_effort,left_count,right_count,bigram_switches,row_switch_cost,left_rolls,right_rolls
_pumx,saerv,_byl_,kfoc_,wtnih,qdgzj,saervwtnih,22.1994,0.59%,1.58%,23.31%,34.80%,49.83%,50.17%,49.60%,50.40%,8667392.50,4318948.20,4348444.30,2473054,2512638,1734951,1162055,1128708,1122033
_blyq,rnead,jxwp_,fmou_,ctsih,_gvkz,20-34,22.1992,0.06%,0.17%,17.01%,36.76%,48.08%,51.92%,50.04%,49.96%,8729048.70,4196687.90,4532360.80,2495020,2490672,1832760,847995,1076788,1076144
_blyq,rnead,jxwp_,fmou_,cstih,_gvkz,10-34,22.1925,0.06%,0.17%,17.01%,36.76%,48.04%,51.96%,50.04%,49.96%,8735739.70,4196687.90,4539051.80,2495020,2490672,1832760,847995,1076788,1076144
_uofq,hterv,kxyw_,zbmp_,csial,_ndgj,b4,22.1541,0.08%,0.00%,19.77%,36.84%,47.33%,52.67%,50.00%,50.00%,8642801.90,4090821.30,4551980.60,2492899,2492793,1836650,985721,1074965,1074077
zmdbv,uoerf,jpylw,qksc_,hiant,xg___,tnaihfreou,22.1472,0.19%,1.33%,23.17%,33.90%,53.64%,46.36%,50.33%,49.67%,9187873.40,4927949.20,4259924.20,2509350,2476342,1689988,1154944,1146746,1148958
_uofq,hterv,kxyw_,zpcm_,bsail,_ndgj,r15b10,22.1434,0.08%,0.00%,21.23%,36.84%,47.67%,52.33%,50.00%,50.00%,8580843.50,4090821.30,4490022.20,2492899,2492793,1836650,1058489,1074965,1074077
qmspx,lreab,_vydz,_htw_,fionc,jugk_,lreabfionc,22.1341,1.53%,3.63%,23.88%,34.26%,51.67%,48.33%,50.89%,49.11%,8262484.00,4269387.20,3993096.80,2537263,2448429,1707977,1190749,1147494,1130221
_vlyx,sreap,jbmuq,_foc_,wtinh,_dgkz,sreapwtinh,22.1329,2.59%,0.26%,23.50%,34.61%,51.13%,48.87%,49.93%,50.07%,8651154.00,4423637.40,4227516.60,2489588,2496104,1725310,1171452,1144650,1115732
xmspq,lreab,_vydz,_htw_,fionc,jugk_,lreabfionc,22.1303,1.53%,3.63%,23.88%,34.26%,51.69%,48.31%,50.89%,49.11%,8266148.60,4273051.80,3993096.80,2537263,2448429,1707977,1190749,1147494,1130221
xply_,sreav,jbmuq,kfoc_,wtinh,_dgz_,sreavwtinh,22.1240,2.59%,0.26%,23.53%,34.61%,51.05%,48.95%,49.93%,50.07%,8658469.20,4420102.10,4238367.10,2489588,2496104,1725310,1172941,1144650,1115732
xply_,sreav,jbmuq,kfocz,wtinh,_dg__,sreavwtinh,22.1158,2.59%,0.26%,23.49%,34.61%,50.99%,49.01%,49.93%,50.07%,8668199.30,4420102.10,4248097.20,2489588,2496104,1725310,1171359,1144650,1115732
jvly_,sreap,xbmu_,kfocz,wtnih,qdg__,sreapwtnih,22.1020,1.88%,0.66%,23.16%,34.72%,50.65%,49.35%,49.83%,50.17%,8722292.90,4417853.70,4304439.20,2484606,2501086,1731164,1154742,1137771,1116757
_dng_,lreav,xkybz,jcsuq,ptoih,_mwf_,lreavptoih,22.0979,2.76%,0.45%,23.55%,34.95%,46.40%,53.60%,49.89%,50.11%,8485427.00,3937560.90,4547866.10,2487252,2498440,1742685,1174364,1136743,1106264
_vlyx,sreap,jbmuq,_foc_,wtnih,_dgkz,sreapwtnih,22.0948,2.59%,0.26%,23.50%,34.61%,50.91%,49.09%,49.93%,50.07%,8688896.40,4423637.40,4265259.00,2489588,2496104,1725310,1171452,1144650,1115732
_pumq,saerv,jbylx,kfocz,wtnih,_dg__,saervwtnih,22.0929,2.59%,0.26%,23.45%,34.61%,50.73%,49.27%,49.93%,50.07%,8693096.90,4410440.50,4282656.40,2489588,2496104,1725310,1169141,1144650,1115732
xply_,sreav,jbmuq,kfocz,wtnih,_dg__,sreavwtnih,22.0809,2.59%,0.26%,23.49%,34.61%,50.79%,49.21%,49.93%,50.07%,8702758.50,4420102.10,4282656.40,2489588,2496104,1725310,1171359,1144650,1115732
qbsy_,mraek,juplx,wcth_,foinv,_dgz_,mraekfoinv,22.0666,1.13%,1.58%,25.68%,34.90%,49.41%,50.59%,49.60%,50.40%,8525913.00,4212670.60,4313242.40,2472949,2512743,1739877,1280089,1116538,1129277
qmspx,lreab,_vydz,_htw_,finoc,jugk_,lreabfinoc,22.0606,1.53%,3.63%,23.88%,34.26%,51.23%,48.77%,50.89%,49.11%,8333888.40,4269387.20,4064501.20,2537263,2448429,1707977,1190749,1147494,1130221
xmspq,lreab,_vydz,_htw_,finoc,jugk_,lreabfinoc,22.0568,1.53%,3.63%,23.88%,34.26%,51.25%,48.75%,50.89%,49.11%,8337553.00,4273051.80,4064501.20,2537263,2448429,1707977,1190749,1147494,1130221
wmdfv,uoerb,jpylx,zksc_,haint,qg___,tniahbreou,22.0365,0.31%,1.59%,23.72%,33.75%,53.86%,46.14%,50.40%,49.60%,9239158.00,4976211.20,4262946.80,2512548,2473144,1682872,1182834,1153166,1149654
_mofj,hretp,qxyb_,kusc_,gianl,_dwvz,ero,21.9942,2.21%,1.31%,19.99%,35.87%,47.79%,52.21%,50.33%,49.67%,8365957.00,3998218.10,4367738.90,2509088,2476604,1788314,996775,1086429,1110949
wmdfp,uoerb,jvylx,zksc_,haint,qg___,tniahbreou,21.9679,0.31%,1.59%,23.89%,33.75%,54.16%,45.84%,50.40%,49.60%,9300465.40,5037518.60,4262946.80,2512548,2473144,1682872,1190844,1153166,1149654
qmspx,lreav,_ybdj,_htw_,fionc,zugk_,lreavfionc,21.9634,1.81%,4.06%,23.88%,34.32%,51.93%,48.07%,50.99%,49.01%,8260456.20,4289910.20,3970546.00,2542408,2443284,1710967,1190558,1147547,1127178
xmspq,lreav,_ybdj,_htw_,fionc,zugk_,lreavfionc,21.9596,1.81%,4.06%,23.88%,34.32%,51.95%,48.05%,50.99%,49.01%,8264149.10,4293603.10,3970546.00,2542408,2443284,1710967,1190558,1147547,1127178
qmspx,lreab,_vydj,_htw_,fionc,zugk_,lreabfionc,21.9595,1.81%,4.06%,23.89%,34.32%,51.95%,48.05%,50.99%,49.01%,8263555.50,4293009.50,3970546.00,2542408,2443284,1710967,1191262,1147547,1127178
xmspq,lreab,_vydj,_htw_,fionc,zugk_,lreabfionc,21.9557,1.81%,4.06%,23.89%,34.32%,51.97%,48.03%,50.99%,49.01%,8267226.20,4296680.20,3970546.00,2542408,2443284,1710967,1191262,1147547,1127178
jmspx,lreab,_vydq,_htw_,fionc,zugk_,lreabfionc,21.9511,1.81%,4.06%,23.91%,34.32%,51.99%,48.01%,50.99%,49.01%,8270839.40,4300293.40,3970546.00,2542408,2443284,1710967,1192146,1147547,1127178
xmspj,lreab,_vydq,_htw_,fionc,zugk_,lreabfionc,21.9484,1.81%,4.06%,23.91%,34.32%,52.01%,47.99%,50.99%,49.01%,8273453.00,4302907.00,3970546.00,2542408,2443284,1710967,1192146,1147547,1127178
qmspx,lreab,_vydj,_htw_,finoc,zugk_,lreabfinoc,21.8886,1.81%,4.06%,23.89%,34.32%,51.52%,48.48%,50.99%,49.01%,8332973.30,4293009.50,4039963.80,2542408,2443284,1710967,1191262,1147547,1127178
xmspq,lreab,_vydj,_htw_,finoc,zugk_,lreabfinoc,21.8848,1.81%,4.06%,23.89%,34.32%,51.54%,48.46%,50.99%,49.01%,8336644.00,4296680.20,4039963.80,2542408,2443284,1710967,1191262,1147547,1127178
_ulbj,setrh,xzvw_,pfom_,cnaid,_ygkq,30-34,21.7798,0.12%,1.65%,16.06%,36.89%,49.16%,50.84%,50.41%,49.59%,8818374.50,4335310.30,4483064.20,2513193,2472499,1839397,800610,1073765,1072530
qciw_,hsetv,zxkd_,jfom_,pnaru,_lygb,uranpvtesh,21.7206,3.02%,2.36%,26.34%,34.43%,47.82%,52.18%,50.58%,49.42%,8419604.90,4026614.10,4392990.80,2521913,2463779,1716357,1313287,1117272,1152063
_ciwz,hsetv,_xkdq,jfom_,pnaru,_lgyb,uranpvtesh,21.7017,3.02%,2.36%,26.23%,34.43%,47.64%,52.36%,50.58%,49.42%,8443925.70,4022709.70,4421216.00,2521913,2463779,1716357,1307917,1117272,1152063
_ciw_,hsetv,zxkd_,jfomq,pnaru,_lygb,uranpvtesh,21.6665,3.69%,1.95%,26.40%,34.38%,47.49%,52.51%,50.48%,49.52%,8424608.10,4001157.40,4423450.70,2516931,2468761,1713867,1316261,1114565,1157260
_mofw,hretp,___yx,kuscq,gianl,zdbvj,lnaigpterh,21.6119,4.89%,0.22%,19.89%,35.58%,47.74%,52.26%,50.06%,49.94%,8482427.60,4049659.90,4432767.70,2495614,2490078,1774056,991861,1078109,1133527
_mofw,hretp,___yx,kuscq,gianl,jdbvz,lnaigpterh,21.6101,4.89%,0.22%,19.89%,35.58%,47.73%,52.27%,50.06%,49.94%,8484247.60,4049659.90,4434587.70,2495614,2490078,1774056,991861,1078109,1133527
_mofz,caerb,qxyd_,jplu_,vntis,_hwgk,00-00,21.5812,0.10%,0.11%,20.17%,39.35%,46.82%,53.18%,50.03%,49.97%,8316599.10,3893923.40,4422675.70,2494169,2491523,1961687,1005554,1012520,1011485
_msyx,lraep,kvbu_,qfocj,wtnih,zdg__,lraepwtnih,21.3403,5.73%,1.41%,24.38%,34.65%,50.51%,49.49%,50.35%,49.65%,8481207.90,4283722.60,4197485.30,2510261,2475431,1727739,1215289,1160406,1097547
_msyx,lreap,kvbu_,jfocz,wtinh,qdg__,lreapwtinh,21.3193,5.73%,1.41%,24.35%,34.65%,51.12%,48.88%,50.35%,49.65%,8503764.40,4346965.30,4156799.10,2510261,2475431,1727739,1214149,1160406,1097547
_msyx,lraep,kbvu_,qfocj,wtnih,zdg__,lraepwtnih,21.3074,5.73%,1.41%,24.38%,34.65%,50.70%,49.30%,50.35%,49.65%,8514787.90,4317302.60,4197485.30,2510261,2475431,1727739,1215289,1160406,1097547
_usbx,laerp,vkym_,jfocz,wtinh,qdg__,laerpwtinh,21.3065,5.73%,1.41%,23.57%,34.65%,51.42%,48.58%,50.35%,49.65%,8555996.10,4399197.00,4156799.10,2510261,2475431,1727739,1175013,1160406,1097547
_msyx,lreap,kvbu_,zfocj,wtnih,qdg__,lreapwtnih,21.2843,5.73%,1.41%,24.35%,34.65%,50.90%,49.10%,50.35%,49.65%,8539700.20,4346965.30,4192734.90,2510261,2475431,1727739,1214149,1160406,1097547
_msyx,lreap,kvbu_,jfocz,wtnih,qdg__,lreapwtnih,21.2827,5.73%,1.41%,24.35%,34.65%,50.89%,49.11%,50.35%,49.65%,8541255.90,4346965.30,4194290.60,2510261,2475431,1727739,1214149,1160406,1097547
_plmk,hetrc,jvwg_,bfou_,dnais,_yxzq,40-34,21.2775,0.03%,0.54%,14.69%,39.41%,51.08%,48.92%,50.13%,49.87%,8812390.40,4501061.70,4311328.70,2499532,2486160,1964995,732435,1010492,1010205
_msyx,lreap,bvku_,jfocz,wtinh,qdg__,lreapwtinh,21.2734,5.73%,1.41%,24.35%,34.65%,51.39%,48.61%,50.35%,49.65%,8550866.50,4394067.40,4156799.10,2510261,2475431,1727739,1214149,1160406,1097547
_pofj,laerm,qkyb_,gdnu_,cstih,_wvzx,era,21.2726,4.62%,0.27%,17.94%,36.98%,47.80%,52.20%,49.93%,50.07%,8541179.00,4082479.80,4458699.20,2489515,2496177,1843941,894449,1095034,1046717
wmof_,userp,qkbdx,_htc_,gianl,_yvjz,lnaigpresu,21.2513,5.58%,1.64%,21.56%,35.35%,52.64%,47.36%,50.41%,49.59%,8384091.00,4413494.70,3970596.30,2513140,2472552,1762296,1074732,1079820,1143576
_mskx,lreap,yvbu_,jfocz,wtinh,qdg__,lreapwtinh,21.2467,5.73%,1.41%,24.24%,34.65%,51.58%,48.42%,50.35%,49.65%,8584164.90,4427365.80,4156799.10,2510261,2475431,1727739,1208349,1160406,1097547
_ulgb,hetrc,jkvw_,pfom_,dnais,_yxzq,80-34,21.2151,0.66%,0.89%,14.69%,38.69%,50.44%,49.56%,49.78%,50.22%,8901732.70,4489916.00,4411816.70,2481664,2504028,1929173,732321,1031637,1024882
_mofw,hretv,___px,kuscq,gianl,zdybj,lnaigvterh,21.1973,5.01%,2.23%,20.84%,35.14%,46.61%,53.39%,49.44%,50.56%,8541166.00,3981386.20,4559779.80,2464703,2520989,1751896,1038984,1088205,1145591
_mofw,hretv,___px,kuscq,gianl,jdybz,lnaigvterh,21.1956,5.01%,2.23%,20.84%,35.14%,46.60%,53.40%,49.44%,50.56%,8542893.30,3981386.20,4561507.10,2464703,2520989,1751896,1038984,1088205,1145591
_mofw,hretv,___px,kuscq,gainl,zdybj,lniagvterh,21.1952,5.01%,2.23%,20.84%,35.14%,46.60%,53.40%,49.44%,50.56%,8543295.10,3981386.20,4561908.90,2464703,2520989,1751896,1038984,1088205,1145591
_mofw,hretv,___px,kuscq,gainl,jdybz,lniagvterh,21.1912,5.01%,2.23%,20.84%,35.14%,46.58%,53.42%,49.44%,50.56%,8547427.20,3981386.20,4566041.00,2464703,2520989,1751896,1038984,1088205,1145591
_uspq,hertv,zxwd_,kfoc_,mnail,_bygj,base,21.1809,6.02%,1.48%,21.10%,35.19%,48.31%,51.69%,50.37%,49.63%,8464083.70,4089257.20,4374826.50,2511131,2474561,1754677,1051801,1080869,1150146
_ucdz,maerv,ybqlk,_htw_,fnois,_gpxj,maervfnois,21.1034,1.83%,4.08%,23.44%,35.39%,50.44%,49.56%,48.96%,51.04%,8723446.40,4400231.20,4323215.20,2440888,2544804,1764655,1168620,1100237,1120800
_mof_,lreap,xvby_,_htcz,ginsu,qdwkj,lreapginsu,21.0063,8.05%,0.51%,21.93%,36.06%,50.21%,49.79%,50.13%,49.87%,8175662.60,4105254.20,4070408.40,2499225,2486467,1797710,1093443,1136340,1051642
_ciwz,hsetv,__xdq,jfom_,pnaru,blygk,uranpvtesh,20.9703,7.73%,0.65%,25.88%,34.53%,45.82%,54.18%,49.84%,50.16%,8454974.10,3874065.40,4580908.70,2484706,2500986,1721435,1290445,1086641,1177616
_ciw_,hsetv,zxqd_,_fomj,pnaru,blygk,uranpvtesh,20.9667,7.73%,0.65%,26.01%,34.53%,45.72%,54.28%,49.84%,50.16%,8452197.30,3864199.50,4587997.80,2484706,2500986,1721435,1296969,1086641,1177616
_ciwq,hsetv,__xdz,jfom_,pnaru,blygk,uranpvtesh,20.9626,7.73%,0.65%,25.99%,34.53%,45.84%,54.16%,49.84%,50.16%,8457560.50,3876651.80,4580908.70,2484706,2500986,1721435,1295857,1086641,1177616
zciw_,hsetv,__xdq,jfom_,pnaru,blygk,uranpvtesh,20.9625,7.73%,0.65%,25.88%,34.53%,45.87%,54.13%,49.84%,50.16%,8463100.20,3882191.50,4580908.70,2484706,2500986,1721435,1290445,1086641,1177616
_ciw_,hsetv,zqxd_,_fomj,pnaru,blygk,uranpvtesh,20.9603,7.73%,0.65%,26.01%,34.53%,45.76%,54.24%,49.84%,50.16%,8458900.90,3870903.10,4587997.80,2484706,2500986,1721435,1296969,1086641,1177616
_ciw_,hsetv,qzxd_,_fomj,pnaru,blygk,uranpvtesh,20.9602,7.73%,0.65%,26.01%,34.53%,45.76%,54.24%,49.84%,50.16%,8458966.50,3870968.70,4587997.80,2484706,2500986,1721435,1296969,1086641,1177616
qciw_,hsetv,__xdz,jfom_,pnaru,blygk,uranpvtesh,20.9594,7.73%,0.65%,25.99%,34.53%,45.86%,54.14%,49.84%,50.16%,8460927.00,3880018.30,4580908.70,2484706,2500986,1721435,1295857,1086641,1177616
_ciwz,hsetv,__xdq,jfom_,pnaru,blgyk,uranpvtesh,20.9435,7.73%,0.65%,25.88%,34.53%,45.67%,54.33%,49.84%,50.16%,8482922.10,3874065.40,4608856.70,2484706,2500986,1721435,1290445,1086641,1177616
_mof_,lreap,xvby_,_htcz,kinsu,qdwgj,lreapkinsu,20.9370,8.05%,0.51%,23.02%,36.06%,50.10%,49.90%,50.13%,49.87%,8193734.40,4105254.20,4088480.20,2499225,2486467,1797710,1147753,1136340,1051642
jmubq,lreop,wfydx,zhtc_,kinas,_gv__,sanikpoerl,20.8640,7.28%,2.31%,24.16%,34.06%,53.22%,46.78%,49.42%,50.58%,8551855.00,4551062.80,4000792.20,2463684,2522008,1698189,1204629,1100539,1186964
xmdkv,uoerf,wpylj,qbsc_,hiant,zg___,tnaihfreou,20.8218,4.55%,1.91%,22.23%,34.82%,51.99%,48.01%,49.52%,50.48%,9157386.90,4760836.00,4396550.90,2468873,2516819,1736195,1108448,1098551,1150946
jmubq,lreop,wfydx,_htc_,kansi,zgv__,isnakpoerl,20.7864,7.28%,2.31%,24.18%,34.06%,52.73%,47.27%,49.42%,50.58%,8631616.80,4551062.80,4080554.00,2463684,2522008,1698189,1205709,1100539,1186964
_fomv,userp,zbyl_,_htcx,gainw,_dqjk,wniagpresu,20.7538,6.79%,4.20%,23.64%,34.88%,53.39%,46.61%,51.03%,48.97%,8237395.10,4397932.70,3839462.40,2544164,2441528,1738815,1178710,1160333,1086544
_mof_,lreap,xvbyq,jhtc_,ginsu,_dwkz,lreapginsu,20.7452,8.86%,0.92%,21.88%,36.13%,50.49%,49.51%,50.23%,49.77%,8176024.60,4127906.90,4048117.70,2504207,2481485,1801574,1090651,1138360,1045758
_ciw_,hsetv,__xdz,jfomq,pnaru,blygk,uranpvtesh,20.7414,8.36%,1.05%,26.05%,34.48%,45.53%,54.47%,49.74%,50.26%,8465933.60,3854569.00,4611364.60,2479724,2505968,1718925,1298871,1083944,1182823
_ciw_,hsetv,__xdz,qfomj,pnaru,blygk,uranpvtesh,20.7366,8.36%,1.05%,26.05%,34.48%,45.50%,54.50%,49.74%,50.26%,8470969.10,3854569.00,4616400.10,2479724,2505968,1718925,1298871,1083944,1182823
_zdmq,sarey,pbwlx,jfth_,gionc,kuv__,sareygionc,20.7229,2.06%,6.16%,24.18%,34.95%,54.48%,45.52%,51.49%,48.51%,8802690.20,4795401.40,4007288.80,2567359,2418333,1742394,1205492,1133083,1110215
qmouf,drenp,_gxv_,zhtw_,kiasc,_lbyj,csaikpnerd,20.6978,8.41%,2.18%,24.22%,34.78%,52.04%,47.96%,50.54%,49.46%,8399598.50,4371430.80,4028167.70,2519744,2465948,1733910,1207742,1171333,1080449
_mofj,lreap,xvyb_,qhtc_,ginsu,_dwkz,lreapginsu,20.5735,9.46%,1.45%,21.96%,35.97%,50.87%,49.13%,50.36%,49.64%,8173207.30,4157703.80,4015503.50,2510777,2474915,1793453,1095100,1145638,1046601
jmofx,lreap,_vby_,_htc_,ginsu,qdwkz,lreapginsu,20.5682,9.46%,1.45%,21.94%,35.97%,50.97%,49.03%,50.36%,49.64%,8180075.40,4169610.80,4010464.60,2510777,2474915,1793453,1093778,1145638,1046601
jmofq,userb,kpylx,vgic_,htand,zw___,dnathbresu,20.5673,5.49%,4.46%,24.69%,34.86%,51.56%,48.44%,51.09%,48.91%,8599765.10,4434302.10,4165463.00,2547257,2438435,1737989,1231006,1153901,1093802
_mofj,lreap,xvby_,qhtc_,ginsu,_dwkz,lreapginsu,20.5669,9.46%,1.45%,21.96%,35.97%,50.91%,49.09%,50.36%,49.64%,8180174.40,4164670.90,4015503.50,2510777,2474915,1793453,1095100,1145638,1046601
_mofj,lreap,xvby_,zhtc_,ginsu,_dwkq,lreapginsu,20.5646,9.46%,1.45%,21.95%,35.97%,50.89%,49.11%,50.36%,49.64%,8183177.60,4164670.90,4018506.70,2510777,2474915,1793453,1094478,1145638,1046601
_mofx,lreap,jvby_,qhtc_,ginsu,_dwkz,lreapginsu,20.5642,9.46%,1.45%,22.07%,35.97%,50.90%,49.10%,50.36%,49.64%,8177950.00,4162446.50,4015503.50,2510777,2474915,1793453,1100136,1145638,1046601
jmofx,lreap,_vby_,qhtc_,ginsu,_dwkz,lreapginsu,20.5638,9.46%,1.45%,21.93%,35.97%,50.94%,49.06%,50.36%,49.64%,8185114.30,4169610.80,4015503.50,2510777,2474915,1793453,1093468,1145638,1046601
xmofj,lreap,_vby_,qhtc_,ginsu,_dwkz,lreapginsu,20.5610,9.46%,1.45%,21.93%,35.97%,50.96%,49.04%,50.36%,49.64%,8188098.90,4172595.40,4015503.50,2510777,2474915,1793453,1093468,1145638,1046601
_mofj,laerp,xvby_,qhtc_,ginsu,_dwkz,laerpginsu,20.5252,9.46%,1.45%,21.96%,35.97%,51.18%,48.82%,50.36%,49.64%,8224464.70,4208961.20,4015503.50,2510777,2474915,1793453,1095100,1145638,1046601
_mofj,lreap,xvby_,qhtc_,kinsu,_dwgz,lreapkinsu,20.4989,9.46%,1.45%,23.05%,35.97%,50.80%,49.20%,50.36%,49.64%,8198269.70,4164670.90,4033598.80,2510777,2474915,1793453,1149409,1145638,1046601
_mofj,lreap,xvby_,zhtc_,kinsu,_dwgq,lreapkinsu,20.4967,9.46%,1.45%,23.04%,35.97%,50.78%,49.22%,50.36%,49.64%,8201255.50,4164670.90,4036584.60,2510777,2474915,1793453,1148781,1145638,1046601
_mofx,lreap,jvby_,qhtc_,kinsu,_dwgz,lreapkinsu,20.4963,9.46%,1.45%,23.16%,35.97%,50.79%,49.21%,50.36%,49.64%,8196045.30,4162446.50,4033598.80,2510777,2474915,1793453,1154445,1145638,1046601
_fouq,mserp,xvylb,_htc_,winag,_dkjz,ganiwpresm,20.4434,8.05%,4.89%,24.72%,34.63%,54.26%,45.74%,51.19%,48.81%,8201002.80,4449933.70,3751069.10,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,xvylb,_htc_,winag,zdkj_,ganiwpresm,20.4391,8.05%,4.89%,24.72%,34.63%,54.23%,45.77%,51.19%,48.81%,8205489.00,4449933.70,3755555.30,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,bvylx,zhtc_,wanig,jdk__,ginawpresm,20.4386,8.05%,4.89%,24.70%,34.63%,53.77%,46.23%,51.19%,48.81%,8207013.70,4412959.50,3794054.20,2552344,2433348,1726459,1231354,1173325,1085908
_fouq,mserp,bvylx,_htcz,wanig,jdk__,ginawpresm,20.4330,8.05%,4.89%,24.70%,34.63%,53.73%,46.27%,51.19%,48.81%,8212908.50,4412959.50,3799949.00,2552344,2433348,1726459,1231354,1173325,1085908
_fouq,mserp,xvylb,_htc_,wanig,_dkzj,ginawpresm,20.4127,8.05%,4.89%,24.72%,34.63%,54.05%,45.95%,51.19%,48.81%,8233322.50,4449933.70,3783388.80,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,xvylb,_htc_,wanig,_dkjz,ginawpresm,20.4124,8.05%,4.89%,24.72%,34.63%,54.05%,45.95%,51.19%,48.81%,8233606.50,4449933.70,3783672.80,2552344,2433348,1726459,1232336,1173325,1085908
qfou_,mserp,xvylb,_htc_,wanig,jdkz_,ginawpresm,20.4098,8.05%,4.89%,24.72%,34.63%,54.01%,45.99%,51.19%,48.81%,8236428.30,4448299.20,3788129.10,2552344,2433348,1726459,1232336,1173325,1085908
qfou_,mserp,xvylb,_htc_,wanig,zdkj_,ginawpresm,20.4091,8.05%,4.89%,24.72%,34.63%,54.00%,46.00%,51.19%,48.81%,8237085.20,4448299.20,3788786.00,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,xvylb,_htc_,wanig,jdkz_,ginawpresm,20.4082,8.05%,4.89%,24.72%,34.63%,54.02%,45.98%,51.19%,48.81%,8238062.80,4449933.70,3788129.10,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,xvylb,_htc_,wanig,zdkj_,ginawpresm,20.4076,8.05%,4.89%,24.72%,34.63%,54.01%,45.99%,51.19%,48.81%,8238719.70,4449933.70,3788786.00,2552344,2433348,1726459,1232336,1173325,1085908
_fouq,mserp,xvylb,zhtc_,wanig,jdk__,ginawpresm,20.4035,8.05%,4.89%,24.70%,34.63%,53.98%,46.02%,51.19%,48.81%,8243987.90,4449933.70,3794054.20,2552344,2433348,1726459,1231354,1173325,1085908
qmsux,preob,vyfl_,_htcz,winag,_dkj_,ganiwboerp,20.3891,8.05%,4.89%,25.19%,34.63%,54.36%,45.64%,51.19%,48.81%,8234575.00,4476483.00,3758092.00,2552344,2433348,1726459,1256063,1173325,1085908
qgnd_,uoerf,xvpmj,zhtw_,kiasc,_lby_,csaikfreou,20.3844,9.78%,3.13%,25.29%,34.66%,51.75%,48.25%,50.77%,49.23%,8245118.50,4266716.40,3978402.10,2531296,2454396,1728155,1260821,1181380,1076157
qfouj,mnerp,xvgd_,_htc_,wiasb,zlyk_,bsaiwprenm,20.3631,9.78%,3.13%,28.07%,34.66%,51.32%,48.68%,50.77%,49.23%,8128916.80,4171547.30,3957369.50,2531296,2454396,1728155,1399697,1181380,1076157
_mofj,unerp,xvgdq,_htc_,wiasb,_lykz,bsaiwprenu,20.3629,9.78%,3.13%,27.87%,34.66%,51.42%,48.58%,50.77%,49.23%,8139018.40,4185253.60,3953764.80,2531296,2454396,1728155,1389758,1181380,1076157
_msuq,preob,xyflv,_htc_,wanig,_dkjz,ginawboerp,20.3609,8.05%,4.89%,25.22%,34.63%,54.21%,45.79%,51.19%,48.81%,8263018.90,4479346.10,3783672.80,2552344,2433348,1726459,1257503,1173325,1085908
qfouj,mnerp,_vgdx,_htc_,wiasb,_lykz,bsaiwprenm,20.3606,9.78%,3.13%,28.07%,34.66%,51.38%,48.62%,50.77%,49.23%,8131479.40,4177714.60,3953764.80,2531296,2454396,1728155,1399697,1181380,1076157
_fomj,unerp,xvgdq,_htc_,wiasb,_lykz,bsaiwprenu,20.3596,9.78%,3.13%,27.87%,34.66%,51.44%,48.56%,50.77%,49.23%,8142499.70,4188734.90,3953764.80,2531296,2454396,1728155,1389758,1181380,1076157
jfouq,mnerp,xvgd_,_htc_,wiasb,zlyk_,bsaiwprenm,20.3595,9.78%,3.13%,28.07%,34.66%,51.34%,48.66%,50.77%,49.23%,8132704.90,4175335.40,3957369.50,2531296,2454396,1728155,1399697,1181380,1076157
qmsux,preob,vyfl_,_htcz,wanig,_dkj_,ginawboerp,20.3586,8.05%,4.89%,25.19%,34.63%,54.15%,45.85%,51.19%,48.81%,8266879.50,4476483.00,3790396.50,2552344,2433348,1726459,1256063,1173325,1085908
qfouj,mnerp,_vgdx,_htc_,wiasb,zlyk_,bsaiwprenm,20.3573,9.78%,3.13%,28.07%,34.66%,51.35%,48.65%,50.77%,49.23%,8135084.10,4177714.60,3957369.50,2531296,2454396,1728155,1399697,1181380,1076157
jfouq,mnerp,_vgdx,_htc_,wiasb,zlyk_,bsaiwprenm,20.3537,9.78%,3.13%,28.07%,34.66%,51.38%,48.62%,50.77%,49.23%,8138871.90,4181502.40,3957369.50,2531296,2454396,1728155,1399697,1181380,1076157
_msuq,preob,vyflx,zhtc_,wanig,jdk__,ginawboerp,20.3503,8.05%,4.89%,25.20%,34.63%,54.15%,45.85%,51.19%,48.81%,8275183.80,4481129.60,3794054.20,2552344,2433348,1726459,1256521,1173325,1085908
xmsuq,preob,vyfl_,_htcz,wanig,_dkj_,ginawboerp,20.3489,8.05%,4.89%,25.19%,34.63%,54.21%,45.79%,51.19%,48.81%,8277141.30,4486744.80,3790396.50,2552344,2433348,1726459,1256063,1173325,1085908
_fouj,mnerp,xvgdq,_htc_,wiasb,_lykz,bsaiwprenm,20.3483,9.78%,3.13%,28.25%,34.66%,51.40%,48.60%,50.77%,49.23%,8135668.10,4181903.30,3953764.80,2531296,2454396,1728155,1408605,1181380,1076157
