keys_1, keys_2, keys_3, keys_4, keys_5, keys_6, fitness, count_ratio, effort, left_effort, left_effort_ratio, left_count, left_count_ratio, right_effort, right_effort_ratio, right_count, right_count_ratio, bigram_switches, switch_ratio, row_switch_cost, row_switch_ratio
_cthz, sanik, __vg_, qbumj, poerl, xdyfw, 1.5557, 1.02, 52813991887.20, 25029806140.30, 47.39%, 8739933060, 50.60%, 27784185746.90, 52.61%, 8533077393, 49.40%, 5879437586, 34.04%, 4178587070, 24.19%
_cth_, sanik, zjvgq, _bum_, poerl, xdyfw, 1.5525, 1.04, 52856665993.10, 25323112376.40, 47.91%, 8796903458, 50.93%, 27533553616.70, 52.09%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sanik, jzvgq, _bum_, poerl, xdyfw, 1.5525, 1.04, 52859761401.60, 25326207784.90, 47.91%, 8796903458, 50.93%, 27533553616.70, 52.09%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sinak, jzvgq, _bum_, poerl, xdyfw, 1.5523, 1.04, 52866026232.60, 25332472615.90, 47.92%, 8796903458, 50.93%, 27533553616.70, 52.08%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sinak, zjvgq, _bum_, poerl, xdyfw, 1.5523, 1.04, 52866091776.30, 25332538159.60, 47.92%, 8796903458, 50.93%, 27533553616.70, 52.08%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sanik, qjvgz, _bum_, poerl, xdyfw, 1.5523, 1.04, 52866406428.10, 25332852811.40, 47.92%, 8796903458, 50.93%, 27533553616.70, 52.08%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_vlyx, sreap, jbmuq, _foc_, wtnih, _dgkz, 1.5522, 1.00, 53064443343.30, 27010484177.00, 50.90%, 8625028987, 49.93%, 26053959166.30, 49.10%, 8647981466, 50.07%, 5976078597, 34.60%, 4056854963, 23.49%
_vlyx, sreap, jbmuq, _foc_, wtinh, _dgkz, 1.5521, 1.00, 53067037679.90, 27010484177.00, 50.90%, 8625028987, 49.93%, 26056553502.90, 49.10%, 8647981466, 50.07%, 5976078597, 34.60%, 4056854963, 23.49%
_cth_, sanik, qzvgj, _bum_, poerl, xdyfw, 1.5520, 1.04, 52873650604.30, 25340096987.60, 47.93%, 8796903458, 50.93%, 27533553616.70, 52.07%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sinak, qjvgz, _bum_, poerl, xdyfw, 1.5520, 1.04, 52874285712.10, 25340732095.40, 47.93%, 8796903458, 50.93%, 27533553616.70, 52.07%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sanik, jqvgz, _bum_, poerl, xdyfw, 1.5520, 1.04, 52875108173.90, 25341554557.20, 47.93%, 8796903458, 50.93%, 27533553616.70, 52.07%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sinak, jqvgz, _bum_, poerl, xdyfw, 1.5519, 1.04, 52878826688.00, 25345273071.30, 47.93%, 8796903458, 50.93%, 27533553616.70, 52.07%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sanik, zqvgj, _bum_, poerl, xdyfw, 1.5519, 1.04, 52879259735.80, 25345706119.10, 47.93%, 8796903458, 50.93%, 27533553616.70, 52.07%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, snaik, jzvgq, _bum_, poerl, xdyfw, 1.5514, 1.04, 52895804701.90, 25362251085.20, 47.95%, 8796903458, 50.93%, 27533553616.70, 52.05%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, snaik, zjvgq, _bum_, poerl, xdyfw, 1.5514, 1.04, 52896629593.30, 25363075976.60, 47.95%, 8796903458, 50.93%, 27533553616.70, 52.05%, 8476106995, 49.07%, 5914026037, 34.24%, 4176616064, 24.18%
_cth_, sanik, zjvgq, _pum_, boerl, xdyfw, 1.5512, 1.04, 52808293092.50, 25323112376.40, 47.95%, 8796903458, 50.93%, 27485180716.10, 52.05%, 8476106995, 49.07%, 5914026037, 34.24%, 4245713696, 24.58%
_cth_, sanik, jzvgq, _pum_, boerl, xdyfw, 1.5511, 1.04, 52811388501.00, 25326207784.90, 47.96%, 8796903458, 50.93%, 27485180716.10, 52.04%, 8476106995, 49.07%, 5914026037, 34.24%, 4245713696, 24.58%
_cth_, sinak, jzvgq, _pum_, boerl, xdyfw, 1.5509, 1.04, 52817653332.00, 25332472615.90, 47.96%, 8796903458, 50.93%, 27485180716.10, 52.04%, 8476106995, 49.07%, 5914026037, 34.24%, 4245713696, 24.58%
_cth_, sinak, zjvgq, _pum_, boerl, xdyfw, 1.5509, 1.04, 52817718875.70, 25332538159.60, 47.96%, 8796903458, 50.93%, 27485180716.10, 52.04%, 8476106995, 49.07%, 5914026037, 34.24%, 4245713696, 24.58%
_dly_, raeng, xvbm_, jfouq, wtsih, _cpkz, 1.5488, 1.07, 52976313213.30, 27975734530.90, 52.81%, 8911989647, 51.59%, 25000578682.40, 47.19%, 8361020806, 48.41%, 5997841027, 34.72%, 4028762948, 23.32%
xply_, sreav, jbmuq, kfoc_, wtinh, _dgz_, 1.5469, 1.00, 53236844631.30, 27052981264.10, 50.82%, 8625028987, 49.93%, 26183863367.20, 49.18%, 8647981466, 50.07%, 5976078597, 34.60%, 4062643762, 23.52%
_cth_, sanik, zxvgj, _bum_, poerl, qdyfw, 1.5467, 1.04, 53010233327.90, 25537723698.80, 48.18%, 8812813083, 51.02%, 27472509629.10, 51.82%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
_cth_, sanik, zxvgq, _bum_, poerl, jdyfw, 1.5467, 1.04, 53035498048.10, 25444752206.40, 47.98%, 8790261883, 50.89%, 27590745841.70, 52.02%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
_pumq, saerv, jbylx, kfocz, wtnih, _dg__, 1.5466, 1.00, 53263622343.30, 27036002603.10, 50.76%, 8625028987, 49.93%, 26227619740.20, 49.24%, 8647981466, 50.07%, 5976078597, 34.60%, 4051611918, 23.46%
_cth_, sinak, zxvgq, _bum_, poerl, jdyfw, 1.5464, 1.04, 53045824760.90, 25455078919.20, 47.99%, 8790261883, 50.89%, 27590745841.70, 52.01%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
_cth_, sanik, zxvgq, _pum_, boerl, jdyfw, 1.5463, 1.04, 52962520571.60, 25444752206.40, 48.04%, 8790261883, 50.89%, 27517768365.20, 51.96%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
_cth_, sanik, zxvgj, _pum_, boerl, qdyfw, 1.5463, 1.04, 52938153273.20, 25537723698.80, 48.24%, 8812813083, 51.02%, 27400429574.40, 51.76%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
_cth_, sinak, zxvgj, _bum_, poerl, qdyfw, 1.5462, 1.04, 53029098816.40, 25556589187.30, 48.19%, 8812813083, 51.02%, 27472509629.10, 51.81%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
_cth_, sinak, zxvgq, _pum_, boerl, jdyfw, 1.5460, 1.04, 52972847284.40, 25455078919.20, 48.05%, 8790261883, 50.89%, 27517768365.20, 51.95%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
xply_, sreav, jbmuq, kfocz, wtnih, _dg__, 1.5459, 1.00, 53280601004.30, 27052981264.10, 50.77%, 8625028987, 49.93%, 26227619740.20, 49.23%, 8647981466, 50.07%, 5976078597, 34.60%, 4057420558, 23.49%
_cth_, sinak, zxvgj, _pum_, boerl, qdyfw, 1.5458, 1.04, 52957018761.70, 25556589187.30, 48.26%, 8812813083, 51.02%, 27400429574.40, 51.74%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
xply_, sreav, jbmuq, kfocz, wtinh, _dg__, 1.5457, 1.00, 53285085722.10, 27052981264.10, 50.77%, 8625028987, 49.93%, 26232104458.00, 49.23%, 8647981466, 50.07%, 5976078597, 34.60%, 4057420558, 23.49%
_cth_, snaik, zxvgq, _bum_, poerl, jdyfw, 1.5456, 1.04, 53071902140.50, 25481156298.80, 48.01%, 8790261883, 50.89%, 27590745841.70, 51.99%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
_cth_, snaik, zxvgj, _bum_, poerl, qdyfw, 1.5456, 1.04, 53050237347.80, 25577727718.70, 48.21%, 8812813083, 51.02%, 27472509629.10, 51.79%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
_flpz, naoig, vbmuj, _kcy_, hrets, _dwxq, 1.5456, 1.00, 54011021218.40, 26634785313.80, 49.31%, 8635852933, 50.00%, 27376235904.60, 50.69%, 8637157520, 50.00%, 6104583831, 35.34%, 3478331570, 20.14%
_cth_, sanik, zxvgj, _ylf_, poerd, qumbw, 1.5454, 1.04, 53101789505.90, 25537723698.80, 48.09%, 8812813083, 51.02%, 27564065807.10, 51.91%, 8460197370, 48.98%, 5914160787, 34.24%, 4164144813, 24.11%
_cth_, snaik, zxvgq, _pum_, boerl, jdyfw, 1.5453, 1.04, 52998924664.00, 25481156298.80, 48.08%, 8790261883, 50.89%, 27517768365.20, 51.92%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
_cth_, isnak, __vgz, qbumj, poerl, xdyfw, 1.5452, 1.02, 53169974697.20, 25385788950.30, 47.74%, 8739933060, 50.60%, 27784185746.90, 52.26%, 8533077393, 49.40%, 5879437586, 34.04%, 4182422320, 24.21%
_cth_, snaik, zxvgj, _pum_, boerl, qdyfw, 1.5452, 1.04, 52978157293.10, 25577727718.70, 48.28%, 8812813083, 51.02%, 27400429574.40, 51.72%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
_cth_, sanik, zxvgj, _ylf_, peord, qumbw, 1.5452, 1.04, 53110292223.90, 25537723698.80, 48.08%, 8812813083, 51.02%, 27572568525.10, 51.92%, 8460197370, 48.98%, 5914160787, 34.24%, 4164144813, 24.11%
_cth_, sniak, zxvgq, _bum_, poerl, jdyfw, 1.5451, 1.04, 53087398653.30, 25496652811.60, 48.03%, 8790261883, 50.89%, 27590745841.70, 51.97%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
jvly_, sreap, xbmu_, kfocz, wtnih, qdg__, 1.5451, 0.99, 53368944507.20, 26979407836.80, 50.55%, 8607819388, 49.83%, 26389536670.40, 49.45%, 8665191065, 50.17%, 5996457207, 34.72%, 3999602082, 23.16%
_cth_, sanik, zxvgq, _ylf_, poerd, jumbw, 1.5450, 1.04, 53130681067.10, 25444752206.40, 47.89%, 8790261883, 50.89%, 27685928860.70, 52.11%, 8482748570, 49.11%, 5910790746, 34.22%, 4170472389, 24.14%
_cth_, isnak, jzvg_, xbumq, poerl, _dyfw, 1.5450, 1.03, 53143860296.20, 25547363196.80, 48.07%, 8779693859, 50.83%, 27596497099.40, 51.93%, 8493316594, 49.17%, 5898412629, 34.15%, 4174324754, 24.17%
_msp_, lreab, xvyd_, zhtw_, finoc, qukgj, 1.5450, 1.03, 53216539984.70, 27590487284.30, 51.85%, 8748454782, 50.65%, 25626052700.40, 48.15%, 8524555671, 49.35%, 5905673906, 34.19%, 4135299755, 23.94%
_cth_, sanik, zxvgj, _bum_, poerl, qdywf, 1.5450, 1.04, 53070352363.70, 25537723698.80, 48.12%, 8812813083, 51.02%, 27532628664.90, 51.88%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
_cth_, sniak, zxvgj, _bum_, poerl, qdyfw, 1.5449, 1.04, 53071300657.80, 25598791028.70, 48.23%, 8812813083, 51.02%, 27472509629.10, 51.77%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
zflp_, naoig, vbmuj, _kcyq, hrets, _dwx_, 1.5449, 1.00, 54033560878.00, 26636122012.80, 49.30%, 8635852933, 50.00%, 27397438865.20, 50.70%, 8637157520, 50.00%, 6104583831, 35.34%, 3477625186, 20.13%
_cth_, sanik, zxvgq, _ylf_, peord, jumbw, 1.5449, 1.04, 53134038188.90, 25444752206.40, 47.89%, 8790261883, 50.89%, 27689285982.50, 52.11%, 8482748570, 49.11%, 5910790746, 34.22%, 4170472389, 24.14%
_msp_, lreab, xvyd_, zhtw_, finoc, jukgq, 1.5449, 1.03, 53219263000.60, 27590487284.30, 51.84%, 8748454782, 50.65%, 25628775716.30, 48.16%, 8524555671, 49.35%, 5905673906, 34.19%, 4135299755, 23.94%
_cth_, sanik, zxvgq, _bum_, poerl, jdywf, 1.5449, 1.04, 53095572674.90, 25444752206.40, 47.92%, 8790261883, 50.89%, 27650820468.50, 52.08%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
_cth_, sniak, zxvgq, _pum_, boerl, jdyfw, 1.5448, 1.04, 53014421176.80, 25496652811.60, 48.09%, 8790261883, 50.89%, 27517768365.20, 51.91%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
_mofj, lreap, xvby_, qhtc_, ginsu, _dwkz, 1.5448, 1.01, 53498493583.10, 26225917131.40, 49.02%, 8697867574, 50.36%, 27272576451.70, 50.98%, 8575142879, 49.64%, 6210555594, 35.96%, 3799041990, 21.99%
_cth_, sinak, zxvgq, _bum_, poerl, jdywf, 1.5446, 1.04, 53105899387.70, 25455078919.20, 47.93%, 8790261883, 50.89%, 27650820468.50, 52.07%, 8482748570, 49.11%, 5910790746, 34.22%, 4199138195, 24.31%
_cth_, sanik, zxvgq, _pum_, boerl, jdywf, 1.5446, 1.04, 53022464170.80, 25444752206.40, 47.99%, 8790261883, 50.89%, 27577711964.40, 52.01%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
_cth_, sanik, zxvgj, _pum_, boerl, qdywf, 1.5446, 1.04, 52998141281.40, 25537723698.80, 48.19%, 8812813083, 51.02%, 27460417582.60, 51.81%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
_cth_, sniak, zxvgj, _pum_, boerl, qdyfw, 1.5446, 1.04, 52999220603.10, 25598791028.70, 48.30%, 8812813083, 51.02%, 27400429574.40, 51.70%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
_cth_, isnak, jzvg_, qpumx, boerl, _dyfw, 1.5445, 1.03, 53083566739.50, 25547363196.80, 48.13%, 8779693859, 50.83%, 27536203542.70, 51.87%, 8493316594, 49.17%, 5898412629, 34.15%, 4230472355, 24.49%
xmsp_, lreab, _vyd_, _htwz, finoc, qukgj, 1.5445, 1.03, 53250610435.50, 27627551241.20, 51.88%, 8748454782, 50.65%, 25623059194.30, 48.12%, 8524555671, 49.35%, 5905673906, 34.19%, 4122602837, 23.87%
_dng_, laerv, xybm_, jfou_, wtsih, qcpkz, 1.5445, 1.07, 53047468667.30, 27992273548.30, 52.77%, 8911989647, 51.59%, 25055195119.00, 47.23%, 8361020806, 48.41%, 5997841027, 34.72%, 4084450258, 23.65%
_cth_, sinak, zxvgj, _bum_, poerl, qdywf, 1.5444, 1.04, 53089217852.20, 25556589187.30, 48.14%, 8812813083, 51.02%, 27532628664.90, 51.86%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
_cth_, isnak, zjvg_, qpumx, boerl, _dyfw, 1.5444, 1.03, 53087359918.70, 25551156376.00, 48.13%, 8779693859, 50.83%, 27536203542.70, 51.87%, 8493316594, 49.17%, 5898412629, 34.15%, 4230472355, 24.49%
_pumx, saerv, _byl_, kfoc_, wtnih, qdgzj, 1.5444, 0.98, 53337896774.60, 26800087259.00, 50.25%, 8568058589, 49.60%, 26537809515.60, 49.75%, 8704951864, 50.40%, 6009915378, 34.79%, 4025340332, 23.30%
_mspq, lreab, xvyd_, zhtw_, finoc, _ukgj, 1.5444, 1.03, 53212633496.70, 27701652023.20, 52.06%, 8765664381, 50.75%, 25510981473.50, 47.94%, 8507346072, 49.25%, 5915622660, 34.25%, 4139315292, 23.96%
_cth_, sinak, zxvgq, _pum_, boerl, jdywf, 1.5443, 1.04, 53032790883.60, 25455078919.20, 48.00%, 8790261883, 50.89%, 27577711964.40, 52.00%, 8482748570, 49.11%, 5910790746, 34.22%, 4260568964, 24.67%
_mspx, lreab, qvyd_, zhtw_, finoc, _ukgj, 1.5441, 1.03, 53236578822.00, 27725597348.50, 52.08%, 8765664381, 50.75%, 25510981473.50, 47.92%, 8507346072, 49.25%, 5915622660, 34.25%, 4129319088, 23.91%
_cth_, sinak, zxvgj, _pum_, boerl, qdywf, 1.5440, 1.04, 53017006769.90, 25556589187.30, 48.20%, 8812813083, 51.02%, 27460417582.60, 51.80%, 8460197370, 48.98%, 5914160787, 34.24%, 4260398377, 24.67%
jmofx, lreap, _vby_, qhtc_, ginsu, _dwkz, 1.5440, 1.01, 53534723567.60, 26262147115.90, 49.06%, 8697867574, 50.36%, 27272576451.70, 50.94%, 8575142879, 49.64%, 6210555594, 35.96%, 3793371868, 21.96%
xmofj, lreap, _vby_, qhtc_, ginsu, _dwkz, 1.5439, 1.01, 53537194685.30, 26264618233.60, 49.06%, 8697867574, 50.36%, 27272576451.70, 50.94%, 8575142879, 49.64%, 6210555594, 35.96%, 3793371868, 21.96%
_mofj, lreap, xvby_, qhtc_, kinsu, _dwgz, 1.5438, 1.01, 53271169890.70, 26225917131.40, 49.23%, 8697867574, 50.36%, 27045252759.30, 50.77%, 8575142879, 49.64%, 6210555594, 35.96%, 3986803724, 23.08%
xmsp_, lreab, _vydq, _htwz, finoc, _ukgj, 1.5438, 1.03, 53247457849.20, 27739469709.10, 52.10%, 8765664381, 50.75%, 25507988140.10, 47.90%, 8507346072, 49.25%, 5915622660, 34.25%, 4129319088, 23.91%
_mofj, lreap, xvby_, zhtc_, ginsu, _dwkq, 1.5437, 1.01, 53540042528.70, 26225917131.40, 48.98%, 8697867574, 50.36%, 27314125397.30, 51.02%, 8575142879, 49.64%, 6210555594, 35.96%, 3796584800, 21.98%
_mofx, lreap, jvby_, qhtc_, ginsu, _dwkz, 1.5437, 1.01, 53512954659.60, 26240378207.90, 49.04%, 8697867574, 50.36%, 27272576451.70, 50.96%, 8575142879, 49.64%, 6210555594, 35.96%, 3816093100, 22.09%
xmsp_, lreab, _vydq, zhtw_, finoc, _ukgj, 1.5437, 1.03, 53250451182.60, 27739469709.10, 52.09%, 8765664381, 50.75%, 25510981473.50, 47.91%, 8507346072, 49.25%, 5915622660, 34.25%, 4129319088, 23.91%
_gth_, caniw, _kvdz, jfomx, presu, qlyb_, 1.5437, 0.99, 53188778397.20, 25378343392.90, 47.71%, 8578862411, 49.67%, 27810435004.30, 52.29%, 8694148042, 50.33%, 6027305224, 34.89%, 4145252262, 24.00%
jmofx, lreap, _vby_, _htc_, ginsu, qdwkz, 1.5437, 1.01, 53545113008.70, 26262147115.90, 49.05%, 8697867574, 50.36%, 27282965892.80, 50.95%, 8575142879, 49.64%, 6210555594, 35.96%, 3794335704, 21.97%
jmofq, lreap, xvby_, _htc_, ginsu, _dwkz, 1.5435, 1.02, 53545175100.50, 26354985312.20, 49.22%, 8715077173, 50.45%, 27190189788.30, 50.78%, 8557933280, 49.55%, 6223768834, 36.03%, 3786072039, 21.92%
_mof_, lreap, xvby_, _htcz, ginsu, qdwkj, 1.5434, 1.01, 53553934097.80, 26045443202.70, 48.63%, 8658106775, 50.13%, 27508490895.10, 51.37%, 8614903678, 49.87%, 6225078287, 36.04%, 3792932400, 21.96%
qmofj, lreap, xvby_, _htc_, ginsu, _dwkz, 1.5434, 1.02, 53548381602.90, 26358191814.60, 49.22%, 8715077173, 50.45%, 27190189788.30, 50.78%, 8557933280, 49.55%, 6223768834, 36.03%, 3786072039, 21.92%
_gth_, caniw, _kvdz, jfomx, presu, qlby_, 1.5434, 0.99, 53198803951.70, 25378343392.90, 47.70%, 8578862411, 49.67%, 27820460558.80, 52.30%, 8694148042, 50.33%, 6027305224, 34.89%, 4145252262, 24.00%
jmofx, lreap, qvby_, _htc_, ginsu, _dwkz, 1.5433, 1.02, 53558624426.90, 26368434638.60, 49.23%, 8715077173, 50.45%, 27190189788.30, 50.77%, 8557933280, 49.55%, 6223768834, 36.03%, 3780914215, 21.89%
_gth_, caniw, _kvdz, jfomx, pseru, qlyb_, 1.5433, 0.99, 53202445271.60, 25378343392.90, 47.70%, 8578862411, 49.67%, 27824101878.70, 52.30%, 8694148042, 50.33%, 6027305224, 34.89%, 4145252262, 24.00%
_wth_, canig, _kvdz, jfomx, presu, qlyb_, 1.5433, 0.99, 53420187947.50, 25609752943.20, 47.94%, 8578862411, 49.67%, 27810435004.30, 52.06%, 8694148042, 50.33%, 6027305224, 34.89%, 3988541604, 23.09%
_mofj, lreap, xvyb_, qhtc_, ginsu, _dwkz, 1.5431, 1.01, 53559168997.50, 26286592545.80, 49.08%, 8697867574, 50.36%, 27272576451.70, 50.92%, 8575142879, 49.64%, 6210555594, 35.96%, 3799041990, 21.99%
_gth_, caniw, _kvdz, jfomq, presu, xlyb_, 1.5430, 0.99, 53206166047.30, 25378343392.90, 47.70%, 8578862411, 49.67%, 27827822654.40, 52.30%, 8694148042, 50.33%, 6027305224, 34.89%, 4150442250, 24.03%
_wth_, canig, _kvdz, jfomx, presu, qlby_, 1.5430, 0.99, 53430213502.00, 25609752943.20, 47.93%, 8578862411, 49.67%, 27820460558.80, 52.07%, 8694148042, 50.33%, 6027305224, 34.89%, 3988541604, 23.09%
_gth_, caniw, _kvdz, xfomj, presu, qlyb_, 1.5430, 0.99, 53214370747.00, 25378343392.90, 47.69%, 8578862411, 49.67%, 27836027354.10, 52.31%, 8694148042, 50.33%, 6027305224, 34.89%, 4145252262, 24.00%
_mofx, lreap, jvby_, qhtc_, kinsu, _dwgz, 1.5427, 1.01, 53285630967.20, 26240378207.90, 49.24%, 8697867574, 50.36%, 27045252759.30, 50.76%, 8575142879, 49.64%, 6210555594, 35.96%, 4003854834, 23.18%
_mofj, lreap, xvby_, zhtc_, kinsu, _dwgq, 1.5427, 1.01, 53312774643.20, 26225917131.40, 49.19%, 8697867574, 50.36%, 27086857511.80, 50.81%, 8575142879, 49.64%, 6210555594, 35.96%, 3984402872, 23.07%
_gth_, caniw, _kvdz, jfomq, presu, xlby_, 1.5427, 0.99, 53216017346.60, 25378343392.90, 47.69%, 8578862411, 49.67%, 27837673953.70, 52.31%, 8694148042, 50.33%, 6027305224, 34.89%, 4150442250, 24.03%
_gth_, caniw, _kvdz, xfomj, presu, qlby_, 1.5427, 0.99, 53224242209.50, 25378343392.90, 47.68%, 8578862411, 49.67%, 27845898816.60, 52.32%, 8694148042, 50.33%, 6027305224, 34.89%, 4145252262, 24.00%
_mof_, lreap, xvbyq, jhtc_, ginsu, _dwkz, 1.5426, 1.01, 53582743266.10, 26173727361.90, 48.85%, 8675316374, 50.22%, 27409015904.20, 51.15%, 8597694079, 49.78%, 6238300627, 36.12%, 3783850203, 21.91%
_gth_, caniw, _kvdz, jfomq, pseru, xlyb_, 1.5426, 0.99, 53219539903.80, 25378343392.90, 47.69%, 8578862411, 49.67%, 27841196510.90, 52.31%, 8694148042, 50.33%, 6027305224, 34.89%, 4150442250, 24.03%
jmofq, lreap, xvby_, _htc_, kinsu, _dwgz, 1.5425, 1.02, 53317858271.60, 26354985312.20, 49.43%, 8715077173, 50.45%, 26962872959.40, 50.57%, 8557933280, 49.55%, 6223768834, 36.03%, 3973829808, 23.01%
_mof_, lreap, xvby_, _htcz, kinsu, qdwgj, 1.5425, 1.01, 53326793725.10, 26045443202.70, 48.84%, 8658106775, 50.13%, 27281350522.40, 51.16%, 8614903678, 49.87%, 6225078287, 36.04%, 3980794566, 23.05%
qmofj, lreap, xvby_, _htc_, kinsu, _dwgz, 1.5424, 1.02, 53321064774.00, 26358191814.60, 49.43%, 8715077173, 50.45%, 26962872959.40, 50.57%, 8557933280, 49.55%, 6223768834, 36.03%, 3973829808, 23.01%
xmspq, lreab, _vydz, _htw_, fionc, jugk_, 1.5424, 1.04, 53280417802.90, 27954299271.40, 52.47%, 8787900312, 50.88%, 25326118531.50, 47.53%, 8485110141, 49.12%, 5914391746, 34.24%, 4127803142, 23.90%
qmspx, lreab, _vydz, _htw_, fionc, jugk_, 1.5422, 1.04, 53287741339.20, 27961622807.70, 52.47%, 8787900312, 50.88%, 25326118531.50, 47.53%, 8485110141, 49.12%, 5914391746, 34.24%, 4127803142, 23.90%
_cth_, sanik, zxvgj, _bum_, poerl, qdfyw, 1.5422, 1.04, 53167206266.90, 25537723698.80, 48.03%, 8812813083, 51.02%, 27629482568.10, 51.97%, 8460197370, 48.98%, 5914160787, 34.24%, 4197793987, 24.30%
